Date,Track,RaceNumber,Horse,Jockey,Trainer,SP,Bet,Profit
2025-04-12,ASCOT,6,ELITE BEAU,WILLIAM PIKE,UNKOWN,2.8,10,-10.0
2025-04-12,ASCOT,9,DEFERRED,SHAUN O'DONNELL,UNKOWN,7.0,10,-10.0
2025-04-13,PAKENHAM,3,STERN IDOL,STEVEN PATEMAN,CIARON MAHER,3.7,10,-10.0
2025-04-16,WARWICK FARM,4,SOUL OF SPAIN,JAMES MCDONALD,CHRIS WALLER,2.0,10,10.0
2025-04-17,KILMORE,1,HAPPY TIERS,BEN ALLEN,CHARLOTTE LITTLEFIELD,3.3,10,23.0
2025-04-17,ALBURY,4,ONE HARD LADY,BLAIKE MCDOUGALL,DONNA SCOTT,1.45,10,4.5
2025-04-18,CANBERRA,3,AETHELFLAED,ALYSHA COLLETT,MATTHEW SMITH,1.6,10,6.0
2025-04-21,SANDOWN,1,MARBLE POINT,LUKE CURRIE,ROBBIE GRIFFITHS,23.0,10,220.0
2025-04-21,YORK,3,STAR HOSTESS,LAQDAR RAMOLY,JIM TAYLOR,4.8,10,38.0
2025-04-22,QUEANBEYAN,2,POKER FLASH,RYAN BRADLEY,LEN HODGSON,81.0,10,-10.0
2025-04-25,RANDWICK KENSINGTON,2,SO LONG FAREWELL,JASON COLLETT,CIARON MAHER,9.0,10,-10.0
2025-04-25,MOE,3,LUNAR POWERED,LACHLAN KING,MICHAEL KENT,2.9,10,19.0
2025-04-25,KALGOORLIE,3,BANG FOR BUCK,TASH FAITHFULL,PETER FERNIE,1.7,10,7.0
2025-04-25,BALAKLAVA,4,TROPICAL HOUSE,ANDREW STEAD,JAKE STEPHENS,34.0,10,330.0
2025-04-25,GOSFORD,7,OAKFIELD JUPITER,AARON BULLOCK,DAMIEN LANE,2.4,10,14.0
2025-04-27,NARROMINE,2,MICRO MIKKI,SHAYLEIGH INGELSE,BRETT ROBB,10.0,10,-10.0
2025-04-27,SHA TIN,3,PATCH OF STARS,ZAC PURTON,MANFRED MAN,10.0,10,90.0
2025-04-28,GOULBURN,7,POWER SMASH,HEAVELON VAN DER H,JIM & GREG LEE,3.4,10,24.0
2025-04-29,QUIRINDI,3,CASHAWAY GOLD,AARON BULLOCK,ANGELA DAVIES,1.7,10,7.0
2025-04-29,QUIRINDI,3,HOLLYWOOD GOLD,LUKE ROLLS,PETER MILLS,4.6,10,-10.0
2025-05-01,MACKAY,1,HEY JEALOUSY,SEAN CORMACK,JAMIE MCCONACHY,1.55,10,5.5
2025-05-01,PINJARRA,2,FANCY RED,WILLIAM PIKE,ADAM DURRANT,1.65,10,6.5
2025-05-01,PINJARRA,6,HAIDA GWAII,BRAD PARNHAM,MICHAEL LANE,1.01,10,-10.0
2025-05-02,MUSWELLBROOK,8,BURRANEER BUOY,AARON BULLOCK,TODD HOWLETT,8.0,10,-10.0
2025-05-08,WYONG,3,NINETTE,TYLER SCHILLER,"MICHAEL, JOHN & WAYNE HAWKES",10.0,10,90.0
2025-05-09,GATTON,7,SIX MORE SONGS,ANGELA JONES,TONY GOLLAN,1.7,10,7.0
2025-05-10,SHA TIN,10,WUNDERBAR,BRENTON AVDULLA,JOHN SIZE,10.0,10,-10.0
2025-05-10,SHA TIN,10,FAST NETWORK,HUGH BOWMAN,C H YIP,10.0,10,-10.0
2025-05-14,IPSWICH,1,CONVO,KYLE WILSON-TAYLOR,CIARON MAHER,1.6,10,6.0
2025-05-17,KEMBLA GRANGE,3,WINNER OF KOWLOON,ROBBIE DOWNEY,BJORN BAKER,1.55,10,5.5
2025-05-17,KEMBLA GRANGE,7,WEST HEAD,GRANT BUCKLEY,BRAD WIDDUP,3.6,10,-10.0
2025-05-23,INVERELL,2,FALL FOR AUTUMN,RAYMOND SPOKES,BRETT BELLAMY,41.0,10,-10.0
2025-05-25,ROEBOURNE,1,MATSOKA,SHARNI WEBSTER,LEIGH MURRAY,1.8,10,8.0
2025-05-30,ROCKHAMPTON,2,NEXT LEGACY,TASHA CHAMBERS,AARON BECK,23.0,10,-10.0
2025-05-31,PINJARRA,1,IN CONFIDENCE,LUCY FIORE,DANIEL MORTON,5.5,10,-10.0
2025-06-02,PAKENHAM,1,THREE POINT TURN,JAMIE MOTT,BILL PAPAZAHAROUDAKIS,1.45,10,4.5
2025-06-04,DOOMBEN,3,BATTESIMO,ADIN THOMPSON,LAWRIE MAYFIELD-SMITH,8.5,10,75.0
2025-06-06,IPSWICH,5,CABALETTO,JUSTIN HUXTABLE,CHRIS & COREY MUNCE,3.0,10,-10.0
2025-06-08,SHA TIN,2,PERFECTDAY,K MELO,W Y SO,10.0,10,90.0
2025-06-08,SUNSHINE COAST,3,DOUBLE WHAMMY,JAG GUTHMANN-CHEST,STUART KENDRICK,1.6,10,6.0
2025-06-08,TOKYO,3,COSMO GRANITE,TAKESHI YOKOYAMA,HIROO SHIMIZU,10.0,10,90.0
2025-06-08,SWAN HILL,9,STOP THE ROCK,BILLY EGAN,PATRICK & MICHELLE PAYNE,15.0,10,140.0
2025-06-11,BALLARAT,5,CHILLS 'N' THRILLS,DECLAN BATES,"BEN, WILL & JD HAYES",5.5,10,45.0
2025-06-15,PORT MACQUARIE,5,WHAT A RUSH,ANNA ROPER,NEIL GODBOLT,3.1,10,21.0
2025-06-18,CANTERBURY,3,SO LONG FAREWELL,JASON COLLETT,CIARON MAHER,1.01,10,-10.0
2025-06-18,CANTERBURY,4,GLORIOUS MOMENTS,REECE JONES,JIM & GREG LEE,8.0,10,70.0
2025-06-19,BATHURST,3,BIG PAPA,ROBBIE DOWNEY,BJORN BAKER,1.4,10,4.0
2025-06-19,PINJARRA,4,SWEET SURRENDER,CLINT JOHNSTON-POR,MICHAEL GRANTHAM,2.25,10,12.5
2025-06-20,GEELONG,4,YES I KNOW,DANIEL STACKHOUSE,ANTHONY & SAM FREEDMAN,1.8,10,8.0
2025-06-21,MORPHETTVILLE,1,KALOSYNI,JESSICA TZAFERIS,JESSICA TZAFERIS,16.0,10,150.0
2025-06-21,KEMBLA GRANGE,1,SO LONG FAREWELL,ROBBIE DOWNEY,CIARON MAHER,1.75,10,7.5
2025-06-21,KEMBLA GRANGE,2,LULL,MITCHELL BELL,JAMES CUMMINGS,5.5,10,45.0
2025-06-21,GOLD COAST,3,WITHOUT COMPARE,BRANDON LERENA,BARRY LOCKWOOD,6.5,10,55.0
2025-06-21,FLEMINGTON,3,CLEO CAT,CRAIG WILLIAMS,TOM DABERNIG,1.95,10,-10.0
2025-06-22,WAGGA,7,JUST LIKE TILDA,DEANNE PANYA,BRUCE CROSS,4.6,10,-10.0
2025-06-23,SCONE,3,DUNLEARY,ANNA ROPER,ANGELA DAVIES,2.7,10,17.0
2025-07-08,BALLARAT,3,TOYZ IN ZOULAND,ANTHONY DARMANIN,"BEN, WILL & JD HAYES",1.45,10,4.5
2025-07-09,IPSWICH,2,DEEP VEGAS,EMILY LANG,TONY GOLLAN,1.25,10,2.5
2025-07-09,IPSWICH,4,SIX MORE SONGS,EMILY LANG,TONY GOLLAN,3.4,10,-10.0
2025-07-11,SCONE,6,BELLINI SPRITZ,AARON BULLOCK,PAUL MESSARA & LEAH GAVRANICH,3.0,10,-10.0
2025-07-12,NEWCASTLE,1,PEWTER PEARL,HOLLY DURNAN,MITCHELL BEER,8.0,10,70.0
2025-07-12,NEWCASTLE,2,SOUTHERN HEIRESS,KEAGAN LATHAM,MICHAEL FREEDMAN,3.0,10,20.0
2025-07-12,NEWCASTLE,3,ENTITLEMENT,OLIVIA CHAMBERS,GAI WATERHOUSE & ADRIAN BOTT,3.6,10,-10.0
2025-07-12,NEWCASTLE,3,HAPPINESS,JEFF PENZA,CHRIS WALLER,7.5,10,65.0
2025-07-12,NEWCASTLE,3,HAPPINESS,JEFF PENZA,CHRIS WALLER,7.5,10,65.0
2025-07-12,DOOMBEN,4,TUFF TU MUS,TIFFANI BROOKER,DAVID VANDYKE,2.3,10,13.0
2025-07-12,TOOWOOMBA,7,HIDEYO,COREY BAYLISS,MARK CURRIE,1.85,10,8.5
2025-07-13,KALGOORLIE,1,GIBRALTAR GOLD,TASH FAITHFULL,PETER FERNIE,4.8,10,38.0
2025-07-15,BALLARAT,2,FOX KING DOX,JOHN ALLEN,MADDIE RAYMOND & PATRICK BELL,9.5,10,85.0
2025-07-16,NORTHAM,2,RIVA AQUARAMA,LUKE CAMPBELL,DANIEL MORTON,10.0,10,90.0
2025-07-16,HAPPY VALLEY,9,REGAL GEM,DEREK LEUNG,F C LOR,10.0,10,90.0
2025-07-18,ALBURY,3,DEEPWATER ARTIST,BILLY OWEN,MATTHEW KELLEY,10.0,10,90.0
2025-07-19,GOSFORD,1,GALLAHOP,MITCHELL BELL,RICHARD LITT,12.0,10,110.0
2025-07-19,MILDURA,3,GRANDE TERRE,STEVEN VELLA,CINDY BRANDER,3.4,10,24.0
2025-07-19,TOOWOOMBA,4,THE LOUVRE,JAKE MOLLOY,LYN BASKETT,3.0,10,-10.0
2025-07-19,GOSFORD,5,VALILEE,MITCHELL BELL,JAKE HULL,3.5,10,25.0
2025-07-20,HAWKESBURY,3,POWERHOUSE,TOM SHERRY,PETER SNOWDEN,2.6,10,-10.0
2025-07-24,NORTHAM,4,SHERPA EXPRESS,BRAD PARNHAM,DANIEL & BEN PEARCE,1.75,10,7.5
2025-07-26,CAULFIELD,8,BARAQIEL,BEN ALLEN,LEON & TROY CORSTENS & WILL LARKIN,3.6,10,-10.0
2025-07-26,DOOMBEN,8,METALART,CODY COLLIS,KELLY SCHWEIDA,2.1,10,-10.0
2025-07-27,SAPPHIRE COAST,2,SIR FRANKLIN,PIERRE BOUDVILLAIN,LAUREN DAVIES,1.6,10,6.0
2025-07-27,SAPPHIRE COAST,3,SIR FRANKLIN,PIERRE BOUDVILLAIN,LAUREN DAVIES,0.0,10,-10.0
2025-07-27,SAPPHIRE COAST,4,WALK THE PIER,CORIAH KEATINGS,MATTHEW KELLEY,1.9,10,-10.0
2025-07-29,SWAN HILL,1,FORNOF,DEAN YENDALL,CLIFF BROWN,1.5,10,5.0
2025-08-02,GOLD COAST,3,CHILLED WITH ICE,DYLAN TURNER,MATTHEW DUNN,10.0,10,90.0
2025-08-07,BALLARAT,2,GOLD MEDALLIST,EMILY POZMAN,PETER G MOODY & KATHERINE COLEMAN,9.5,10,-10.0
2025-08-08,CANBERRA,3,MISS TRENTINO,ROBBIE DOWNEY,BJORN BAKER,2.9,10,19.0
2025-08-12,MACKAY,2,MADAM BORODINA,RYAN WIGGINS,TOM BUTTON,3.4,10,-10.0
2025-08-12,HAWKESBURY,5,VALILEE,MITCHELL BELL,JAKE HULL,2.25,10,12.5
2025-08-13,EAGLE FARM,1,HEROIC REBEL,ANDREW MALLYON,TONY GOLLAN,31.0,10,-10.0
2025-08-13,BELMONT,5,RIVA AQUARAMA,CHRIS PARNHAM,DANIEL MORTON,3.0,10,20.0
2025-08-13,EAGLE FARM,7,MINOR KEY,DAN MCGILLIVRAY,JASON EDWARDS,19.0,10,-10.0
2025-08-14,BUNBURY,6,OLD MATE HENRY,WILLIAM PIKE,STEELE CASEY,2.4,10,-10.0
2025-08-16,BELMONT,4,NONESOSPICY,MADI DERRICK,SEAN & JAKE CASEY,23.0,10,-10.0
2025-08-17,BALLARAT,6,STERN IDOL,STEVEN PATEMAN,CIARON MAHER,3.5,10,-10.0
2025-08-18,BATHURST,1,SENJUTSU,BROCK RYAN,BJORN BAKER,1.01,10,-10.0
2025-08-21,ROCKHAMPTON,2,DEVIL DEVIL,RYAN WIGGINS,CLINTON TAYLOR,2.8,10,18.0
2025-08-21,ROCKHAMPTON,5,PRIDE OF VENUS,RYAN WIGGINS,CLINTON TAYLOR,2.4,10,14.0
2025-08-21,ROCKHAMPTON,8,TEN CARAT LUCY,RYAN WIGGINS,CLINTON TAYLOR,0.0,10,-10.0
2025-08-23,NEWMAN,3,RULESQUE,SHARNI WEBSTER,JODY MCLAUGHLIN,2.9,10,19.0
2025-08-23,NEWCASTLE,4,POWERHOUSE,MITCHELL BELL,PETER SNOWDEN,3.7,10,27.0
2025-08-25,PAKENHAM,1,LA ASTRO CHAT,NADIA DANIELS,PAT CAREY & HARRIS WALKER,15.0,10,-10.0
2025-08-25,PAKENHAM,3,ZAMBARDO,ETHAN BROWN,MICK PRICE & MICHAEL KENT (JNR),1.3,10,3.0
2025-08-26,GRAFTON,2,SO KOBY,LUKE ROLLS,JOHN SHELTON,3.1,10,21.0
2025-08-28,WAGGA,2,SUNROE,BILLY OWEN,DOUG GORREL,4.4,10,34.0
2025-08-30,FUNABASHI,4,STEEL SONIC,AKIRA HARITA,TAKASHI HARITA,2.5,10,15.0
2025-08-31,SEYMOUR,2,KIWI RAIDER,ETHAN BROWN,MARK WALKER,2.0,10,-10.0
2025-09-02,SCONE,5,SOCIAL CIRCLE,BRAITH NOCK,PAUL MESSARA & LEAH GAVRANICH,1.6,10,6.0
2025-09-03,WARWICK FARM,2,CANTIAMO,JAMES MCDONALD,KRIS LEES,3.1,10,21.0
2025-09-03,IPSWICH,3,WATERTIGHT,JAG GUTHMANN-CHEST,MATTHEW HOYSTED,2.6,10,16.0
2025-09-04,MOE,3,OMAMORI,ETHAN BROWN,TRENT BUSUTTIN & NATALIE YOUNG,1.95,10,9.5
2025-09-04,MACKAY,3,PRESSZORA,RYAN WIGGINS,CLINTON TAYLOR,1.9,10,9.0
2025-09-04,NORTHAM,5,ETERNAL WINE,BRAD PARNHAM,MICHAEL LANE,2.1,10,11.0
2025-09-06,DOOMBEN,2,SOUL OF SPAIN,BEN THOMPSON,CHRIS WALLER,1.65,10,6.5
2025-09-06,TOOWOOMBA,6,SAGA'S GIRL,LES TILLEY,LINDSAY HATCH,1.01,10,-10.0
2025-09-06,GOLD COAST,6,SPEEDY ONE,ANTHONY ALLEN,TONY GOLLAN,8.0,10,70.0
2025-09-07,SHA TIN,3,KA YING RISING,ZAC PURTON,DAVID A HAYES,10.0,10,90.0
2025-09-07,SHA TIN,3,LUCKY SWEYNESSE,DEREK LEUNG,MANFRED MAN,10.0,10,-10.0
2025-09-07,SHA TIN,8,FAST NETWORK,ZAC PURTON,C H YIP,10.0,10,-10.0
2025-09-07,SHA TIN,9,BULB GENERAL,ZAC PURTON,JAMIE RICHARDS,10.0,10,90.0
2025-09-11,BUNBURY,2,PEARL KING,CLINT JOHNSTON-POR,MICHAEL GRANTHAM,1.65,10,6.5
2025-09-11,HAWKESBURY,4,MASTER OF THE AIR,JAMES MCDONALD,CHRIS WALLER,1.01,10,-10.0
2025-09-13,GOLD COAST,1,SHIPPING LANE,BRANDON LERENA,STUART KENDRICK,11.0,10,100.0
2025-09-13,DONALD,1,CENTU CAVADDI,LIAM RIORDAN,TRENT BUSUTTIN & NATALIE YOUNG,3.6,10,26.0
2025-09-13,GRIFFITH,2,DUBAI FOUNTAIN,CORY PARISH,ANDREW DALE,5.0,10,40.0
2025-09-13,GRIFFITH,4,LOVEOFMYLIFE,CORY PARISH,ANDREW DALE,4.2,10,32.0
2025-09-13,MORPHETTVILLE,6,ANTHRACITE,TODD PANNELL,GARY BOYCE,1.5,10,5.0
2025-09-13,ROSEHILL,7,GANGSTA GRANNY,TYLER SCHILLER,"MICHAEL, JOHN & WAYNE HAWKES",1.8,10,-10.0
2025-09-13,BELMONT,7,YORGA PRIDE,CHANEL COOPER,GRANT & ALANA WILLIAMS,5.5,10,-10.0
2025-09-14,SALE,3,JETT SMASH,CRAIG WILLIAMS,DANNY O'BRIEN,5.0,10,-10.0
2025-09-15,MUSWELLBROOK,6,SALVATO,AARON BULLOCK,PAUL MESSARA & LEAH GAVRANICH,2.0,10,10.0
2025-09-17,HAPPY VALLEY,6,KING LOTUS,LYLE HEWITSON,MARK NEWNHAM,10.0,10,90.0
2025-09-17,BENDIGO,8,GOLD MEDALLIST,LUKE CARTWRIGHT,PETER G MOODY & KATHERINE COLEMAN,7.5,10,65.0
2025-09-18,BUNBURY,3,EXQUISITE TASTE,CLINT JOHNSTON-POR,MICHAEL GRANTHAM,4.0,10,30.0
2025-09-18,KEMBLA GRANGE,3,FASHIONABLE,TIM CLARK,MICHAEL FREEDMAN,6.5,10,-10.0
2025-09-21,SUNSHINE COAST,4,METAL MAN,MICHAEL RODD,KELLY SCHWEIDA,0.0,10,-10.0
2025-09-21,NOWRA,7,LA NINA,OLIVIA CHAMBERS,BJORN BAKER,10.0,10,-10.0
2025-09-22,WARRNAMBOOL,3,SAVITRI,DEAN YENDALL,MITCHELL FREEDMAN,3.9,10,29.0
2025-09-24,SANDOWN,1,ENCHANTED JENNI,BLAKE SHINN,LUCY YEOMANS,3.9,10,29.0
2025-09-24,SANDOWN,1,DUNDONALD,PATRICK MOLONEY,GERARD MOLONEY,41.0,10,-10.0
2025-09-24,BALAKLAVA,2,COMMON INTEREST,JACOB OPPERMAN,RICHARD & CHANTELLE JOLLY,1.95,10,9.5
2025-09-24,BELMONT,2,LONG SERVICE LEAF,CHRIS PARNHAM,NEVILLE PARNHAM,2.9,10,19.0
2025-09-24,SANDOWN,4,A DIVA,ETHAN BROWN,RICHARD LAMING,9.0,10,-10.0
2025-09-25,HAWKESBURY,1,THE PEARLS,TOMMY BERRY,CHRIS WALLER,2.8,10,18.0
2025-09-25,GOULBURN,4,SAVAII,ALYSHA COLLETT,ANNABEL & ROB ARCHIBALD,13.0,10,120.0
2025-09-26,MOONEE VALLEY,5,SNOW MERCY,LACHLAN NEINDORF,PHILLIP STOKES,26.0,10,250.0
2025-09-27,KEMBLA GRANGE,4,COBRA CLUB,ZAC WADICK,GAI WATERHOUSE & ADRIAN BOTT,5.5,10,45.0
2025-09-27,KEMBLA GRANGE,7,SUPERFABULISTIC,ZAC WADICK,GAI WATERHOUSE & ADRIAN BOTT,7.0,10,-10.0
2025-09-27,KEMBLA GRANGE,7,MASTER OF THE AIR,LEE MAGORRIAN,CHRIS WALLER,2.8,10,18.0
2025-09-28,DUBBO,3,HAMMOON SENSATION,REECE JONES,RODNEY NORTHAM,4.2,10,32.0
2025-09-28,SHA TIN,8,LIGHT YEARS CHARM,ZAC PURTON,DAVID EUSTACE,10.0,10,-10.0
2025-09-28,SHA TIN,11,BEAUTY BOLT,ZAC PURTON,A S CRUZ,10.0,10,-10.0
2025-09-30,TAMWORTH,2,MONEY GAMES,CHRISTIAN REITH,SCOTT SINGLETON,5.0,10,40.0
2025-09-30,CAIRNS,2,TALK DIRTY,RYAN WIGGINS,BODINE BAILEY,4.2,10,32.0
2025-10-02,NEWCASTLE,1,HAYEK,REGAN BAYLISS,BJORN BAKER,1.5,10,5.0
2025-10-02,GEELONG,1,WAYED IN LIGHT,BEN ALLEN,SHAWN MATHRICK,1.95,10,9.5
2025-10-02,KALGOORLIE,8,LAVISH CHARM,LUCY FIORE,PETER FERNIE,1.85,10,8.5
2025-10-03,SUNSHINE COAST,3,HURRICANE LU,TIFFANI BROOKER,SHAUN DWYER,1.75,10,7.5
2025-10-04,MORPHETTVILLE,3,HOT STATEMENT,JAKE TOEROEK,UNKOWN,5.5,10,45.0
2025-10-04,FLEMINGTON,3,OPTIONS,HARRY COFFEY,UNKOWN,10.0,10,90.0
2025-10-04,RANDWICK,7,PRIVATE HARRY,TIM CLARK,UNKOWN,4.2,10,-10.0
2025-10-04,KALGOORLIE,8,CURRIMUNDI,SHAUN MCGRUDDY,UNKOWN,11.0,10,-10.0
2025-10-07,MILDURA,3,HYDE PARK CORNER,LINDA MEECH,LLOYD KENNEWELL,2.2,10,12.0
2025-10-08,DOOMBEN,2,ADELAIDE GIRL,RORY HUTCHINGS,MATTHEW HOYSTED,14.0,10,130.0
2025-10-09,HAWKESBURY,1,FASHIONABLE,TIM CLARK,MICHAEL FREEDMAN,2.15,10,11.5
2025-10-09,KYNETON,2,CASTELLITO,JORDAN CHILDS,GRAHAME BEGG,1.4,10,4.0
2025-10-10,CRANBOURNE,1,DUNDONALD,PATRICK MOLONEY,GERARD MOLONEY,9.0,10,80.0
2025-10-11,EAGLE FARM,1,LADY OF FIVE,ADIN THOMPSON,PETER & WILL HULBERT,1.9,10,9.0
2025-10-11,GOLD COAST,1,ENHANCE,DYLAN TURNER,STEPHEN MCLEAN,2.1,10,11.0
2025-10-11,MURRAY BRIDGE,1,VIRTUAL ILLUSION,CAITLYN MUNRO,RICHARD & CHANTELLE JOLLY,2.4,10,14.0
2025-10-11,ALBURY,2,AUTUMN BREAK,BRITTANY BUTTON,KYM DAVISON,1.55,10,5.5
2025-10-11,TURFFONTEIN,2,ELUSIVE RED,MUZI YENI,ROY MAGNER,41.0,10,400.0
2025-10-11,GOLD COAST,2,CHARLIE TANGO,ANTHONY ALLEN,DANNY J BOUGOURE,5.5,10,45.0
2025-10-11,CAULFIELD,4,OH TOO GOOD,DAMIAN LANE,KEVIN DAFFY,2.6,10,16.0
2025-10-11,ASCOT,10,PLAYIN'IT SWEET,LUCY FIORE,ADAM DURRANT,4.4,10,34.0
2025-10-12,SHA TIN,7,SUPER STRONG KID,ZAC PURTON,MANFRED MAN,10.0,10,-10.0
2025-10-14,BALLARAT,1,COSMIC VIXEN,WILL GORDON,CHARLES CASSAR,5.5,10,45.0
2025-10-14,MURWILLUMBAH,5,DOINGITEASY,ANDREW MALLYON,MATTHEW DUNN,2.15,10,11.5
2025-10-15,ASCOT,2,TESTY PHAROAH,LUKE CAMPBELL,STEVE WOLFE,19.0,10,180.0
2025-10-15,MACKAY,7,UNDERRATED,ASHLEY BUTLER,CLINTON TAYLOR,1.55,10,5.5
2025-10-18,MORPHETTVILLE,1,COMMON INTEREST,JACOB OPPERMAN,RICHARD & CHANTELLE JOLLY,5.0,10,-10.0
2025-10-18,BENDIGO,1,KNURL,LINDA MEECH,TONY & CALVIN MCEVOY,1.45,10,4.5
2025-10-18,ASCOT,2,JUST SAINT JAMES,CHRIS PARNHAM,ROBERT GULBERTI,3.5,10,25.0
2025-10-19,SUNSHINE COAST,1,BOOMELLI,BEN THOMPSON,TONY GOLLAN,1.2,10,2.0
2025-10-19,SUNSHINE COAST,6,ITALIAN RIVIERA,JAG GUTHMANN-CHEST,STUART KENDRICK,3.8,10,-10.0
2025-10-20,ECHUCA,3,SNITZ SONIC,ZAC SPAIN,JASON WARREN,1.5,10,5.0
